,mes,uf,gasto
608,2008-10-01,Rio de Janeiro,44.553314549999996
609,2008-11-01,Rio de Janeiro,41.351511509999995
610,2008-12-01,Rio de Janeiro,43.00978704
611,2009-01-01,Rio de Janeiro,60.87040036
612,2009-02-01,Rio de Janeiro,40.65784156
613,2009-03-01,Rio de Janeiro,52.74936957
614,2009-04-01,Rio de Janeiro,48.89560242
615,2009-05-01,Rio de Janeiro,51.16712965
616,2009-06-01,Rio de Janeiro,57.231407479999994
617,2009-07-01,Rio de Janeiro,53.48565768
618,2009-08-01,Rio de Janeiro,51.22066143
619,2009-09-01,Rio de Janeiro,48.481294829999996
620,2009-10-01,Rio de Janeiro,48.66799609
621,2009-11-01,Rio de Janeiro,49.685211689999996
622,2009-12-01,Rio de Janeiro,44.4078568
623,2010-01-01,Rio de Janeiro,55.99370991
624,2010-02-01,Rio de Janeiro,44.82045433
625,2010-03-01,Rio de Janeiro,54.457993439999996
626,2010-04-01,Rio de Janeiro,78.11809631
627,2010-05-01,Rio de Janeiro,56.007801979999996
628,2010-06-01,Rio de Janeiro,51.43582633
629,2010-07-01,Rio de Janeiro,53.86128443
630,2010-08-01,Rio de Janeiro,57.86728517
631,2010-09-01,Rio de Janeiro,53.736019369999994
632,2010-10-01,Rio de Janeiro,52.371157049999994
633,2010-11-01,Rio de Janeiro,50.22061543
634,2010-12-01,Rio de Janeiro,50.89132843
635,2011-01-01,Rio de Janeiro,74.00561829
636,2011-02-01,Rio de Janeiro,61.109436880000004
637,2011-03-01,Rio de Janeiro,55.32099884
638,2011-04-01,Rio de Janeiro,55.806371229999996
639,2011-05-01,Rio de Janeiro,59.07137086
640,2011-06-01,Rio de Janeiro,55.20597121
641,2011-07-01,Rio de Janeiro,54.55125819
642,2011-08-01,Rio de Janeiro,57.979288329999996
643,2011-09-01,Rio de Janeiro,53.22438392
644,2011-10-01,Rio de Janeiro,53.04003842
645,2011-11-01,Rio de Janeiro,49.79522774
646,2011-12-01,Rio de Janeiro,47.978400439999994
647,2012-01-01,Rio de Janeiro,66.70478522
648,2012-02-01,Rio de Janeiro,47.2710405
649,2012-03-01,Rio de Janeiro,59.34338090999999
650,2012-04-01,Rio de Janeiro,54.013055539999996
651,2012-05-01,Rio de Janeiro,60.7505958
652,2012-06-01,Rio de Janeiro,55.98781114
653,2012-07-01,Rio de Janeiro,56.45656443
654,2012-08-01,Rio de Janeiro,58.52577394
655,2012-09-01,Rio de Janeiro,53.05749045
656,2012-10-01,Rio de Janeiro,57.949268
657,2012-11-01,Rio de Janeiro,51.632756439999994
658,2012-12-01,Rio de Janeiro,47.80777669
659,2013-01-01,Rio de Janeiro,101.63954267
660,2013-02-01,Rio de Janeiro,51.149155060000005
661,2013-03-01,Rio de Janeiro,57.51896422
662,2013-04-01,Rio de Janeiro,63.649897509999995
663,2013-05-01,Rio de Janeiro,63.74211257
664,2013-06-01,Rio de Janeiro,61.60929774
665,2013-07-01,Rio de Janeiro,60.961363299999995
666,2013-08-01,Rio de Janeiro,61.533049950000006
667,2013-09-01,Rio de Janeiro,59.69309962
668,2013-10-01,Rio de Janeiro,60.82081831
669,2013-11-01,Rio de Janeiro,54.05503239
670,2013-12-01,Rio de Janeiro,53.07602699
671,2014-01-01,Rio de Janeiro,66.95569802
672,2014-02-01,Rio de Janeiro,56.52384307
673,2014-03-01,Rio de Janeiro,60.54154758
674,2014-04-01,Rio de Janeiro,58.574440020000004
675,2014-05-01,Rio de Janeiro,62.125146
676,2014-06-01,Rio de Janeiro,63.6097099
677,2014-07-01,Rio de Janeiro,66.14392535
678,2014-08-01,Rio de Janeiro,64.97411377
679,2014-09-01,Rio de Janeiro,65.13661424
680,2014-10-01,Rio de Janeiro,63.994985920000005
681,2014-11-01,Rio de Janeiro,60.32741657
682,2014-12-01,Rio de Janeiro,62.25317990999999
683,2015-01-01,Rio de Janeiro,65.22949128
684,2015-02-01,Rio de Janeiro,57.602515149999995
685,2015-03-01,Rio de Janeiro,67.92851417
686,2015-04-01,Rio de Janeiro,62.415640659999994
687,2015-05-01,Rio de Janeiro,71.09465814
688,2015-06-01,Rio de Janeiro,69.53058915000001
689,2015-07-01,Rio de Janeiro,73.63258504000001
690,2015-08-01,Rio de Janeiro,68.64434707
691,2015-09-01,Rio de Janeiro,66.59633821
692,2015-10-01,Rio de Janeiro,67.99601445
693,2015-11-01,Rio de Janeiro,63.49819653
694,2015-12-01,Rio de Janeiro,60.00803369
695,2016-01-01,Rio de Janeiro,66.13241007
696,2016-02-01,Rio de Janeiro,60.02933706
697,2016-03-01,Rio de Janeiro,68.60937964
698,2016-04-01,Rio de Janeiro,62.93114041
699,2016-05-01,Rio de Janeiro,65.52817842
700,2016-06-01,Rio de Janeiro,64.77295664
701,2016-07-01,Rio de Janeiro,84.17199764
702,2016-08-01,Rio de Janeiro,68.27532599
703,2016-09-01,Rio de Janeiro,63.48684297
704,2016-10-01,Rio de Janeiro,63.88855528
705,2016-11-01,Rio de Janeiro,59.479974340000005
706,2016-12-01,Rio de Janeiro,61.234706179999996
707,2017-01-01,Rio de Janeiro,68.09372389
708,2017-02-01,Rio de Janeiro,61.22965834
709,2017-03-01,Rio de Janeiro,70.30286022
710,2017-04-01,Rio de Janeiro,64.52450656
711,2017-05-01,Rio de Janeiro,74.31706487000001
712,2017-06-01,Rio de Janeiro,69.85402857
713,2017-07-01,Rio de Janeiro,73.15485455
714,2017-08-01,Rio de Janeiro,74.54192499
715,2017-09-01,Rio de Janeiro,68.72944679999999
716,2017-10-01,Rio de Janeiro,73.08489963
717,2017-11-01,Rio de Janeiro,69.26088270999999
718,2017-12-01,Rio de Janeiro,67.31662213
719,2018-01-01,Rio de Janeiro,72.33987822
720,2018-02-01,Rio de Janeiro,65.01705187
721,2018-03-01,Rio de Janeiro,74.38663912
722,2018-04-01,Rio de Janeiro,74.5180963
723,2018-05-01,Rio de Janeiro,79.25977509
724,2018-06-01,Rio de Janeiro,75.90770863
725,2018-07-01,Rio de Janeiro,77.48669197
726,2018-08-01,Rio de Janeiro,78.78406869
727,2018-09-01,Rio de Janeiro,72.83764552
728,2018-10-01,Rio de Janeiro,79.13817066
729,2018-11-01,Rio de Janeiro,73.94690494
730,2018-12-01,Rio de Janeiro,70.6881862
731,2019-01-01,Rio de Janeiro,79.46837891
732,2019-02-01,Rio de Janeiro,73.79501314
733,2019-03-01,Rio de Janeiro,74.91939828
734,2019-04-01,Rio de Janeiro,76.66697133
735,2019-05-01,Rio de Janeiro,82.44072847
736,2019-06-01,Rio de Janeiro,78.19065212000001
737,2019-07-01,Rio de Janeiro,87.98448517
738,2019-08-01,Rio de Janeiro,83.31160359
739,2019-09-01,Rio de Janeiro,81.14669063
740,2019-10-01,Rio de Janeiro,82.24772887
741,2019-11-01,Rio de Janeiro,74.62047661
742,2019-12-01,Rio de Janeiro,74.89586163
743,2020-01-01,Rio de Janeiro,79.70566375
744,2020-02-01,Rio de Janeiro,72.41281042
745,2020-03-01,Rio de Janeiro,73.59449793
746,2020-04-01,Rio de Janeiro,68.16077335
747,2020-05-01,Rio de Janeiro,86.28103315999999
748,2020-06-01,Rio de Janeiro,77.60492520999999
749,2020-07-01,Rio de Janeiro,71.54022733
750,2008-02-01,Bahia,33.41012406
751,2008-03-01,Bahia,41.3017034
752,2008-04-01,Bahia,42.826993619999996
753,2008-05-01,Bahia,42.07129417
754,2008-06-01,Bahia,39.9100424
755,2008-07-01,Bahia,57.66456093
756,2008-08-01,Bahia,43.25454333
757,2008-09-01,Bahia,42.851268020000006
758,2008-10-01,Bahia,43.33257368
759,2008-11-01,Bahia,40.946908969999996
760,2008-12-01,Bahia,41.424654950000004
761,2009-01-01,Bahia,43.85659459
762,2009-02-01,Bahia,41.09471703
763,2009-03-01,Bahia,51.47693068
764,2009-04-01,Bahia,49.58551341
765,2009-05-01,Bahia,50.68698415
766,2009-06-01,Bahia,48.85110839
767,2009-07-01,Bahia,51.07507325
768,2009-08-01,Bahia,53.38605882
769,2009-09-01,Bahia,50.8948175
770,2009-10-01,Bahia,50.114090450000006
771,2009-11-01,Bahia,48.79285688
772,2009-12-01,Bahia,47.4278307
773,2010-01-01,Bahia,48.61276125
774,2010-02-01,Bahia,44.513251780000004
775,2010-03-01,Bahia,54.612375130000004
776,2010-04-01,Bahia,51.537423450000006
777,2010-05-01,Bahia,55.43669273
778,2010-06-01,Bahia,47.47879939
779,2010-07-01,Bahia,51.14958531
780,2010-08-01,Bahia,53.62680952
781,2010-09-01,Bahia,51.01322985
782,2010-10-01,Bahia,51.499348409999996
783,2010-11-01,Bahia,51.20630737
784,2010-12-01,Bahia,49.57924989
785,2011-01-01,Bahia,53.682160159999995
786,2011-02-01,Bahia,50.661593159999995
787,2011-03-01,Bahia,54.91984532
788,2011-04-01,Bahia,54.32403931
789,2011-05-01,Bahia,56.094527670000005
790,2011-06-01,Bahia,52.21171168
791,2011-07-01,Bahia,55.14466828
792,2011-08-01,Bahia,62.94118275
793,2011-09-01,Bahia,55.09556114
794,2011-10-01,Bahia,56.91992905
795,2011-11-01,Bahia,53.594727479999996
796,2011-12-01,Bahia,52.88458916
797,2012-01-01,Bahia,56.2368708
798,2012-02-01,Bahia,51.30319823
799,2012-03-01,Bahia,60.62298899
800,2012-04-01,Bahia,56.05419458
801,2012-05-01,Bahia,60.52144827
802,2012-06-01,Bahia,56.236173439999995
803,2012-07-01,Bahia,59.43381078
804,2012-08-01,Bahia,59.2159965
805,2012-09-01,Bahia,54.81390657
806,2012-10-01,Bahia,55.99742252
807,2012-11-01,Bahia,54.660179670000005
808,2012-12-01,Bahia,53.81856653
809,2013-01-01,Bahia,55.57335121
810,2013-02-01,Bahia,49.62950164
811,2013-03-01,Bahia,57.98529733
812,2013-04-01,Bahia,60.18916987
813,2013-05-01,Bahia,61.450345670000004
814,2013-06-01,Bahia,57.60815648
815,2013-07-01,Bahia,63.26619729
816,2013-08-01,Bahia,62.25763864
817,2013-09-01,Bahia,62.16383325
818,2013-10-01,Bahia,64.72926856000001
819,2013-11-01,Bahia,59.20273098
820,2013-12-01,Bahia,57.27746821
821,2014-01-01,Bahia,62.65012771
822,2014-02-01,Bahia,58.83415547
823,2014-03-01,Bahia,61.07449707
824,2014-04-01,Bahia,63.244494270000004
825,2014-05-01,Bahia,66.19457343
826,2014-06-01,Bahia,58.20672334
827,2014-07-01,Bahia,66.29907859000001
828,2014-08-01,Bahia,65.8188773
829,2014-09-01,Bahia,66.00560583
830,2014-10-01,Bahia,67.82302471
831,2014-11-01,Bahia,61.44698235
832,2014-12-01,Bahia,58.530316469999995
833,2015-01-01,Bahia,61.10795189
834,2015-02-01,Bahia,54.94742875
835,2015-03-01,Bahia,69.40803896
836,2015-04-01,Bahia,63.11781699
837,2015-05-01,Bahia,66.62846392
838,2015-06-01,Bahia,64.20349681
839,2015-07-01,Bahia,68.29775799
840,2015-08-01,Bahia,68.36773262999999
841,2015-09-01,Bahia,66.48705916
842,2015-10-01,Bahia,66.31388535
843,2015-11-01,Bahia,67.21035143
844,2015-12-01,Bahia,59.46219064
845,2016-01-01,Bahia,65.50921478000001
846,2016-02-01,Bahia,62.76948503
847,2016-03-01,Bahia,72.36743183
848,2016-04-01,Bahia,67.41421202
849,2016-05-01,Bahia,70.80631826999999
850,2016-06-01,Bahia,67.05911105
851,2016-07-01,Bahia,70.73306486
852,2016-08-01,Bahia,73.47265134999999
853,2016-09-01,Bahia,68.45440022
854,2016-10-01,Bahia,68.14098251
855,2016-11-01,Bahia,64.21952649
856,2016-12-01,Bahia,61.66917859
857,2017-01-01,Bahia,68.60587022
858,2017-02-01,Bahia,60.42262396
859,2017-03-01,Bahia,72.16770009999999
860,2017-04-01,Bahia,65.64766521
861,2017-05-01,Bahia,75.54964406
862,2017-06-01,Bahia,67.48975547
863,2017-07-01,Bahia,71.94511375
864,2017-08-01,Bahia,74.14926996
865,2017-09-01,Bahia,68.13850052
866,2017-10-01,Bahia,71.75453281
867,2017-11-01,Bahia,68.33984068000001
868,2017-12-01,Bahia,64.79952304
869,2018-01-01,Bahia,70.33740126000001
870,2018-02-01,Bahia,60.856693719999996
871,2018-03-01,Bahia,68.97762188
872,2018-04-01,Bahia,70.89195896
873,2018-05-01,Bahia,73.08366568000001
874,2018-06-01,Bahia,68.36962654999999
875,2018-07-01,Bahia,74.87773512000001
876,2018-08-01,Bahia,74.69745817
877,2018-09-01,Bahia,70.61650853
878,2018-10-01,Bahia,76.59385776
879,2018-11-01,Bahia,71.53749545000001
880,2018-12-01,Bahia,67.57099009999999
881,2019-01-01,Bahia,70.10059456
882,2019-02-01,Bahia,66.81460562
883,2019-03-01,Bahia,69.93889752
884,2019-04-01,Bahia,73.28310162999999
885,2019-05-01,Bahia,79.40713176
886,2019-06-01,Bahia,70.57283697
887,2019-07-01,Bahia,79.56721583
888,2019-08-01,Bahia,77.85244131
889,2019-09-01,Bahia,75.4396991
890,2019-10-01,Bahia,78.98786457
891,2019-11-01,Bahia,72.31493833
892,2019-12-01,Bahia,68.5768361
893,2020-01-01,Bahia,74.37363119
894,2020-02-01,Bahia,67.69754436
895,2020-03-01,Bahia,70.34030129000001
896,2020-04-01,Bahia,59.109689200000005
897,2020-05-01,Bahia,61.75677571
898,2020-06-01,Bahia,65.15930063
899,2020-07-01,Bahia,58.8981004
900,2008-02-01,Pernambuco,26.222079100000002
901,2008-03-01,Pernambuco,30.71636181
902,2008-04-01,Pernambuco,30.58933279
903,2008-05-01,Pernambuco,31.40955323
904,2008-06-01,Pernambuco,28.947510920000003
905,2008-07-01,Pernambuco,30.98551577
906,2008-08-01,Pernambuco,31.70529679
907,2008-09-01,Pernambuco,30.7038792
908,2008-10-01,Pernambuco,31.16507459
909,2008-11-01,Pernambuco,30.88923412
910,2008-12-01,Pernambuco,29.75944394
911,2009-01-01,Pernambuco,58.86067833
912,2009-02-01,Pernambuco,30.04065229
913,2009-03-01,Pernambuco,37.06014886
914,2009-04-01,Pernambuco,34.83520366
915,2009-05-01,Pernambuco,36.1124367
916,2009-06-01,Pernambuco,34.552284590000006
917,2009-07-01,Pernambuco,35.30627911
918,2009-08-01,Pernambuco,37.15961641
919,2009-09-01,Pernambuco,35.870149700000006
920,2009-10-01,Pernambuco,36.73830753
921,2009-11-01,Pernambuco,34.22013811
922,2009-12-01,Pernambuco,32.9466584
923,2010-01-01,Pernambuco,79.46784854
924,2010-02-01,Pernambuco,32.17425818
925,2010-03-01,Pernambuco,39.706054710000004
926,2010-04-01,Pernambuco,37.928940850000004
927,2010-05-01,Pernambuco,44.76587618
928,2010-06-01,Pernambuco,36.269244619999995
929,2010-07-01,Pernambuco,35.93063479
930,2010-08-01,Pernambuco,40.11599738
931,2010-09-01,Pernambuco,38.197831719999996
932,2010-10-01,Pernambuco,39.41065325
933,2010-11-01,Pernambuco,37.84316954
934,2010-12-01,Pernambuco,38.12404311
935,2011-01-01,Pernambuco,41.17605361
936,2011-02-01,Pernambuco,38.0339636
937,2011-03-01,Pernambuco,42.147954090000006
938,2011-04-01,Pernambuco,41.30124311
939,2011-05-01,Pernambuco,43.51473075
940,2011-06-01,Pernambuco,40.56319168
941,2011-07-01,Pernambuco,43.39178215
942,2011-08-01,Pernambuco,45.71825949
943,2011-09-01,Pernambuco,40.91283126
944,2011-10-01,Pernambuco,42.8573882
945,2011-11-01,Pernambuco,42.48770305
946,2011-12-01,Pernambuco,40.12885685
947,2012-01-01,Pernambuco,42.61636472
948,2012-02-01,Pernambuco,39.879763090000004
949,2012-03-01,Pernambuco,45.78800465
950,2012-04-01,Pernambuco,43.584966630000004
951,2012-05-01,Pernambuco,47.97737368
952,2012-06-01,Pernambuco,43.13883628
953,2012-07-01,Pernambuco,46.77199946
954,2012-08-01,Pernambuco,49.23776312
955,2012-09-01,Pernambuco,44.628398270000005
956,2012-10-01,Pernambuco,47.31806611
957,2012-11-01,Pernambuco,44.686685409999995
958,2012-12-01,Pernambuco,43.153098130000004
959,2013-01-01,Pernambuco,50.672652049999996
960,2013-02-01,Pernambuco,43.69125274
961,2013-03-01,Pernambuco,50.71961872999999
962,2013-04-01,Pernambuco,52.19668676
963,2013-05-01,Pernambuco,55.80445121
964,2013-06-01,Pernambuco,52.17537116
965,2013-07-01,Pernambuco,54.41889131
966,2013-08-01,Pernambuco,57.41486105
967,2013-09-01,Pernambuco,57.17943448
968,2013-10-01,Pernambuco,57.83404327
969,2013-11-01,Pernambuco,54.20888993
970,2013-12-01,Pernambuco,52.43106239
971,2014-01-01,Pernambuco,56.39945334
972,2014-02-01,Pernambuco,53.76765908
973,2014-03-01,Pernambuco,56.93141943
974,2014-04-01,Pernambuco,56.49271444
975,2014-05-01,Pernambuco,60.73951881
976,2014-06-01,Pernambuco,56.866104240000006
977,2014-07-01,Pernambuco,60.94320881
978,2014-08-01,Pernambuco,61.86864919
979,2014-09-01,Pernambuco,63.477384969999996
980,2014-10-01,Pernambuco,61.10128528
981,2014-11-01,Pernambuco,57.31908925
982,2014-12-01,Pernambuco,55.90940084
983,2015-01-01,Pernambuco,58.47216584
984,2015-02-01,Pernambuco,54.02732556
985,2015-03-01,Pernambuco,63.94578464
986,2015-04-01,Pernambuco,61.041726149999995
987,2015-05-01,Pernambuco,65.44233541
988,2015-06-01,Pernambuco,60.373049710000004
989,2015-07-01,Pernambuco,62.1494846
990,2015-08-01,Pernambuco,60.775328619999996
991,2015-09-01,Pernambuco,57.258128240000005
992,2015-10-01,Pernambuco,59.95561088
993,2015-11-01,Pernambuco,56.50370805
994,2015-12-01,Pernambuco,54.4469449
995,2016-01-01,Pernambuco,57.710301030000004
996,2016-02-01,Pernambuco,55.58387671
997,2016-03-01,Pernambuco,62.032178130000005
998,2016-04-01,Pernambuco,59.11981414
999,2016-05-01,Pernambuco,61.88129571
1000,2016-06-01,Pernambuco,61.422837210000004
1001,2016-07-01,Pernambuco,60.6258351
1002,2016-08-01,Pernambuco,65.00876149
1003,2016-09-01,Pernambuco,59.72703744
1004,2016-10-01,Pernambuco,60.484329380000005
1005,2016-11-01,Pernambuco,59.50753736
1006,2016-12-01,Pernambuco,59.41282055
1007,2017-01-01,Pernambuco,61.72916509
1008,2017-02-01,Pernambuco,56.3170235
1009,2017-03-01,Pernambuco,66.84775221
1010,2017-04-01,Pernambuco,63.61406264
1011,2017-05-01,Pernambuco,70.06041104
1012,2017-06-01,Pernambuco,65.93122802
1013,2017-07-01,Pernambuco,66.68633296
1014,2017-08-01,Pernambuco,71.40736066
1015,2017-09-01,Pernambuco,63.9178687
1016,2017-10-01,Pernambuco,69.13965379999999
1017,2017-11-01,Pernambuco,63.16138739
1018,2017-12-01,Pernambuco,61.49303336
1019,2018-01-01,Pernambuco,66.78427134
1020,2018-02-01,Pernambuco,59.2865515
1021,2018-03-01,Pernambuco,66.01009438
1022,2018-04-01,Pernambuco,67.8488161
1023,2018-05-01,Pernambuco,71.20973304
1024,2018-06-01,Pernambuco,66.92656113
1025,2018-07-01,Pernambuco,67.76358278000001
1026,2018-08-01,Pernambuco,71.99257297
1027,2018-09-01,Pernambuco,63.77730061
1028,2018-10-01,Pernambuco,69.16617029999999
1029,2018-11-01,Pernambuco,64.61212490999999
1030,2018-12-01,Pernambuco,62.06814767
1031,2019-01-01,Pernambuco,67.6152694
1032,2019-02-01,Pernambuco,62.461656170000005
1033,2019-03-01,Pernambuco,64.94904647
1034,2019-04-01,Pernambuco,66.10315927
1035,2019-05-01,Pernambuco,72.89791354
1036,2019-06-01,Pernambuco,66.60604473
1037,2019-07-01,Pernambuco,71.314442
1038,2019-08-01,Pernambuco,71.73562695999999
1039,2019-09-01,Pernambuco,70.92417475
1040,2019-10-01,Pernambuco,71.44883323
1041,2019-11-01,Pernambuco,68.40276779999999
1042,2019-12-01,Pernambuco,64.85689124
1043,2020-01-01,Pernambuco,69.63071214
1044,2020-02-01,Pernambuco,62.55218996
1045,2020-03-01,Pernambuco,59.62867407
1046,2020-04-01,Pernambuco,53.843729229999994
1047,2020-05-01,Pernambuco,65.4247194
1048,2020-06-01,Pernambuco,68.14511059
1049,2020-07-01,Pernambuco,62.325444340000004
1050,2008-02-01,Santa Catarina,24.409572920000002
1051,2008-03-01,Santa Catarina,27.4834805
1052,2008-04-01,Santa Catarina,27.80664144
1053,2008-05-01,Santa Catarina,28.35427952
1054,2008-06-01,Santa Catarina,28.993292760000003
1055,2008-07-01,Santa Catarina,30.049455690000002
1056,2008-08-01,Santa Catarina,28.887854620000002
1057,2008-09-01,Santa Catarina,30.72571878
1058,2008-10-01,Santa Catarina,31.27439562
1059,2008-11-01,Santa Catarina,29.99863578
1060,2008-12-01,Santa Catarina,30.45460634
1061,2009-01-01,Santa Catarina,32.08220352
1062,2009-02-01,Santa Catarina,29.84565579
1063,2009-03-01,Santa Catarina,34.921069200000005
1064,2009-04-01,Santa Catarina,33.67749955
1065,2009-05-01,Santa Catarina,34.05348316
1066,2009-06-01,Santa Catarina,35.68500553
1067,2009-07-01,Santa Catarina,38.33770414
1068,2009-08-01,Santa Catarina,37.11005524
1069,2009-09-01,Santa Catarina,36.516827060000004
1070,2009-10-01,Santa Catarina,36.2079685
1071,2009-11-01,Santa Catarina,35.45141703
1072,2009-12-01,Santa Catarina,34.36013647
1073,2010-01-01,Santa Catarina,34.093173060000005
1074,2010-02-01,Santa Catarina,33.608566259999996
1075,2010-03-01,Santa Catarina,38.776130280000004
1076,2010-04-01,Santa Catarina,36.70500171
1077,2010-05-01,Santa Catarina,38.08580313
1078,2010-06-01,Santa Catarina,37.686277049999994
1079,2010-07-01,Santa Catarina,38.57408503
1080,2010-08-01,Santa Catarina,40.25618861
1081,2010-09-01,Santa Catarina,37.84022077
1082,2010-10-01,Santa Catarina,38.96385534
1083,2010-11-01,Santa Catarina,38.29733952
1084,2010-12-01,Santa Catarina,34.73671557
1085,2011-01-01,Santa Catarina,38.83971596
1086,2011-02-01,Santa Catarina,37.219889130000006
1087,2011-03-01,Santa Catarina,40.78602482
1088,2011-04-01,Santa Catarina,39.12331067
1089,2011-05-01,Santa Catarina,42.6303664
1090,2011-06-01,Santa Catarina,40.9450347
1091,2011-07-01,Santa Catarina,41.80544193
1092,2011-08-01,Santa Catarina,43.011356979999995
1093,2011-09-01,Santa Catarina,39.87985008
1094,2011-10-01,Santa Catarina,41.062664170000005
1095,2011-11-01,Santa Catarina,39.076312009999995
1096,2011-12-01,Santa Catarina,36.8189051
1097,2012-01-01,Santa Catarina,40.49470922
1098,2012-02-01,Santa Catarina,39.17412019
1099,2012-03-01,Santa Catarina,43.074967640000004
1100,2012-04-01,Santa Catarina,42.57781089
1101,2012-05-01,Santa Catarina,45.91507224
1102,2012-06-01,Santa Catarina,43.11034634000001
1103,2012-07-01,Santa Catarina,45.05511654
1104,2012-08-01,Santa Catarina,47.248755270000004
1105,2012-09-01,Santa Catarina,43.236537090000006
1106,2012-10-01,Santa Catarina,44.68603831
1107,2012-11-01,Santa Catarina,41.1913603
1108,2012-12-01,Santa Catarina,36.93563465
1109,2013-01-01,Santa Catarina,44.88145322
1110,2013-02-01,Santa Catarina,40.454271520000006
1111,2013-03-01,Santa Catarina,45.61374907
1112,2013-04-01,Santa Catarina,49.01388577
1113,2013-05-01,Santa Catarina,49.00408328
1114,2013-06-01,Santa Catarina,49.08384068
1115,2013-07-01,Santa Catarina,51.627615590000005
1116,2013-08-01,Santa Catarina,50.20208487
1117,2013-09-01,Santa Catarina,49.99015594
1118,2013-10-01,Santa Catarina,53.21413241
1119,2013-11-01,Santa Catarina,49.771808920000005
1120,2013-12-01,Santa Catarina,43.44054524
1121,2014-01-01,Santa Catarina,48.16631329
1122,2014-02-01,Santa Catarina,46.18740207
1123,2014-03-01,Santa Catarina,50.67498496
1124,2014-04-01,Santa Catarina,50.13328613
1125,2014-05-01,Santa Catarina,52.07041011
1126,2014-06-01,Santa Catarina,52.660305560000005
1127,2014-07-01,Santa Catarina,56.21559689
1128,2014-08-01,Santa Catarina,55.324178409999995
1129,2014-09-01,Santa Catarina,54.8004077
1130,2014-10-01,Santa Catarina,53.963254369999994
1131,2014-11-01,Santa Catarina,50.7815707
1132,2014-12-01,Santa Catarina,48.01738337
1133,2015-01-01,Santa Catarina,50.08335958
1134,2015-02-01,Santa Catarina,45.51268567
1135,2015-03-01,Santa Catarina,54.932727549999996
1136,2015-04-01,Santa Catarina,51.985407869999996
1137,2015-05-01,Santa Catarina,54.968168799999994
1138,2015-06-01,Santa Catarina,54.72472296
1139,2015-07-01,Santa Catarina,57.327402219999996
1140,2015-08-01,Santa Catarina,55.39204022
1141,2015-09-01,Santa Catarina,55.51666908
1142,2015-10-01,Santa Catarina,55.68522809
1143,2015-11-01,Santa Catarina,55.06465549
1144,2015-12-01,Santa Catarina,48.13868273
1145,2016-01-01,Santa Catarina,53.20322528
1146,2016-02-01,Santa Catarina,50.967801789999996
1147,2016-03-01,Santa Catarina,57.60460618
1148,2016-04-01,Santa Catarina,55.325830509999996
1149,2016-05-01,Santa Catarina,58.52553727
1150,2016-06-01,Santa Catarina,61.2118395
1151,2016-07-01,Santa Catarina,63.992868539999996
1152,2016-08-01,Santa Catarina,58.64621656
1153,2016-09-01,Santa Catarina,56.24758551
1154,2016-10-01,Santa Catarina,56.50927864
1155,2016-11-01,Santa Catarina,53.30699611
1156,2016-12-01,Santa Catarina,49.12149892
1157,2017-01-01,Santa Catarina,52.42113568
1158,2017-02-01,Santa Catarina,50.13417782
1159,2017-03-01,Santa Catarina,58.977072549999995
1160,2017-04-01,Santa Catarina,54.10497628
1161,2017-05-01,Santa Catarina,60.19592905
1162,2017-06-01,Santa Catarina,58.2960665
1163,2017-07-01,Santa Catarina,58.36242447
1164,2017-08-01,Santa Catarina,60.18108042
1165,2017-09-01,Santa Catarina,55.16833949
1166,2017-10-01,Santa Catarina,56.65527859
1167,2017-11-01,Santa Catarina,56.06945496
1168,2017-12-01,Santa Catarina,52.42652716
1169,2018-01-01,Santa Catarina,55.20033053
1170,2018-02-01,Santa Catarina,50.09467265
1171,2018-03-01,Santa Catarina,58.796191840000006
1172,2018-04-01,Santa Catarina,61.16070955
1173,2018-05-01,Santa Catarina,60.093810340000005
1174,2018-06-01,Santa Catarina,61.23793218
1175,2018-07-01,Santa Catarina,63.70950655
1176,2018-08-01,Santa Catarina,63.061083409999995
1177,2018-09-01,Santa Catarina,59.354217399999996
1178,2018-10-01,Santa Catarina,63.96162664
1179,2018-11-01,Santa Catarina,61.55323670000001
1180,2018-12-01,Santa Catarina,53.90855778
1181,2019-01-01,Santa Catarina,59.45247388
1182,2019-02-01,Santa Catarina,57.17621574
1183,2019-03-01,Santa Catarina,61.547622600000004
1184,2019-04-01,Santa Catarina,62.756764329999996
1185,2019-05-01,Santa Catarina,65.81321022
1186,2019-06-01,Santa Catarina,61.817516049999995
1187,2019-07-01,Santa Catarina,68.75967319
1188,2019-08-01,Santa Catarina,64.50354072
1189,2019-09-01,Santa Catarina,66.07569136
1190,2019-10-01,Santa Catarina,67.76741913
1191,2019-11-01,Santa Catarina,62.63582771
1192,2019-12-01,Santa Catarina,58.21019151
1193,2020-01-01,Santa Catarina,64.54609976
1194,2020-02-01,Santa Catarina,59.54920875
1195,2020-03-01,Santa Catarina,56.709962090000005
1196,2020-04-01,Santa Catarina,51.179993450000005
1197,2020-05-01,Santa Catarina,56.84360433
1198,2020-06-01,Santa Catarina,56.50374799
1199,2020-07-01,Santa Catarina,51.76453476
1200,2008-02-01,Ceará,27.64330486
1201,2008-03-01,Ceará,30.085370219999998
1202,2008-04-01,Ceará,31.376221
1203,2008-05-01,Ceará,31.18990462
1204,2008-06-01,Ceará,29.46396511
1205,2008-07-01,Ceará,30.30269199
1206,2008-08-01,Ceará,29.30482151
1207,2008-09-01,Ceará,30.43502682
1208,2008-10-01,Ceará,31.741382870000002
